ang_vel_x,ang_vel_y,ang_vel_z,proj_grav_x,proj_grav_y,proj_grav_z,vel_cmd_x,vel_cmd_y,vel_cmd_z,jpos_Joint_l_hip_yaw,jpos_Joint_l_hip_roll,jpos_Joint_l_hip_pitch,jpos_Joint_r_hip_yaw,jpos_Joint_r_hip_roll,jpos_Joint_r_hip_pitch,jpos_Joint_l_knee_pitch,jpos_Joint_r_knee_pitch,jpos_Joint_l_ankle_pitch,jpos_Joint_l_ankle_roll,jpos_Joint_r_ankle_pitch,jpos_Joint_r_ankle_roll,jpos_Joint_l_shoulder_pitch,jpos_Joint_l_shoulder_roll,jpos_Joint_l_shoulder_yaw,jpos_Joint_r_shoulder_pitch,jpos_Joint_r_shoulder_roll,jpos_Joint_r_shoulder_yaw,jpos_Joint_l_elbow_pitch,jpos_Joint_r_elbow_pitch,jpos_Joint_neck_pitch,jpos_Joint_neck_yaw,jpos_Joint_abdomen_yaw,jvel_Joint_l_hip_yaw,jvel_Joint_l_hip_roll,jvel_Joint_l_hip_pitch,jvel_Joint_r_hip_yaw,jvel_Joint_r_hip_roll,jvel_Joint_r_hip_pitch,jvel_Joint_l_knee_pitch,jvel_Joint_r_knee_pitch,jvel_Joint_l_ankle_pitch,jvel_Joint_l_ankle_roll,jvel_Joint_r_ankle_pitch,jvel_Joint_r_ankle_roll,jvel_Joint_l_shoulder_pitch,jvel_Joint_l_shoulder_roll,jvel_Joint_l_shoulder_yaw,jvel_Joint_r_shoulder_pitch,jvel_Joint_r_shoulder_roll,jvel_Joint_r_shoulder_yaw,jvel_Joint_l_elbow_pitch,jvel_Joint_r_elbow_pitch,jvel_Joint_neck_pitch,jvel_Joint_neck_yaw,jvel_Joint_abdomen_yaw,act_Joint_l_hip_yaw,act_Joint_l_hip_roll,act_Joint_l_hip_pitch,act_Joint_r_hip_yaw,act_Joint_r_hip_roll,act_Joint_r_hip_pitch,act_Joint_l_knee_pitch,act_Joint_r_knee_pitch,act_Joint_l_ankle_pitch,act_Joint_l_ankle_roll,act_Joint_r_ankle_pitch,act_Joint_r_ankle_roll,act_Joint_l_shoulder_pitch,act_Joint_l_shoulder_roll,act_Joint_l_shoulder_yaw,act_Joint_r_shoulder_pitch,act_Joint_r_shoulder_roll,act_Joint_r_shoulder_yaw,act_Joint_l_elbow_pitch,act_Joint_r_elbow_pitch,act_Joint_neck_pitch,act_Joint_neck_yaw,act_Joint_abdomen_yaw
0.17219155,-0.01763937,0.00690908,-0.00719646,-0.01936409,-0.99978662,0.00000000,0.00000000,0.00000000,-0.00330000,-0.00540000,-0.25279999,-0.03510000,-0.01310000,-0.31940001,0.43599999,0.42100000,0.15140000,0.00170000,0.07630000,0.01860000,0.02080000,-0.02020000,0.00350000,0.00610000,0.00020000,-0.00210000,-0.00060000,0.00000000,-0.04250000,-0.00450000,0.01130000,0.53549999,0.16280000,0.62390000,0.63650000,0.10380000,0.63489997,-0.62669998,-0.62900001,-0.16710000,0.10730000,-0.16859999,-0.06640000,-0.08860000,-0.05540000,0.03160000,0.06680000,0.04020000,0.03500000,-0.02200000,-0.00050000,-0.03200000,-0.00840000,-0.02530000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.16953234,-0.01709567,0.00035452,-0.00670707,-0.01585763,-0.99985176,0.00000000,0.00000000,0.00000000,0.00840000,-0.00220000,-0.24170001,-0.02430000,-0.01130000,-0.30769998,0.42509997,0.40950000,0.14830001,0.00380000,0.07290000,0.01710000,0.01930000,-0.02120000,0.00410000,0.00730000,0.00070000,-0.00150000,-0.00090000,0.00000000,-0.04330000,-0.00420000,0.01000000,0.55980003,0.14520000,0.62290001,0.62370002,0.10210000,0.63429999,-0.62809998,-0.63489997,-0.16190000,0.07450000,-0.16940001,-0.06910000,-0.06020000,-0.03230000,0.02990000,0.06290000,0.03840000,0.03180000,-0.01290000,0.00010000,-0.02870000,-0.00870000,-0.03700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.16736925,-0.01644943,0.00010495,-0.00623705,-0.01239595,-0.99990374,0.00000000,0.00000000,0.00000000,0.02000000,0.00080000,-0.23050000,-0.01350001,-0.00960000,-0.29600000,0.41429996,0.39800000,0.14520000,0.00590000,0.06960000,0.01550000,0.01820000,-0.02169999,0.00470000,0.00840000,0.00110000,-0.00080000,-0.00100000,0.00000000,-0.04410000,-0.00400000,0.00860000,0.61549997,0.15290000,0.62660003,0.62110001,0.09750000,0.63569999,-0.61400002,-0.62989998,-0.16580001,0.10900000,-0.16859999,-0.07280000,-0.03770000,-0.01310000,0.02380000,0.05260000,0.02890000,0.03800000,-0.00430000,-0.00130000,-0.03130000,-0.01070000,-0.04700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.16540074,-0.01603214,-0.00140414,-0.00575708,-0.00892055,-0.99994367,0.00000000,0.00000000,0.00000000,0.03100000,0.00360000,-0.22019999,-0.00250001,-0.00810000,-0.28500003,0.40399998,0.38690001,0.14210001,0.00780000,0.06620000,0.01400000,0.01740000,-0.02200000,0.00520000,0.00920000,0.00130001,0.00000000,-0.00130000,-0.00010000,-0.04420000,-0.00370000,0.00740000,0.64109999,0.14060000,0.41909999,0.62000000,0.06480000,0.47950000,-0.57550001,-0.64170003,-0.15279999,0.09320000,-0.15809999,-0.07800000,-0.05480000,0.00710000,0.02980000,-0.00230000,0.00730000,0.03330000,-0.06660000,-0.04050000,0.13540000,0.00430000,-0.09980000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.17590202,-0.02776194,0.01486132,-0.00508492,-0.00793035,-0.99995565,0.00000000,0.00000000,0.00000000,0.03940000,0.00550000,-0.22080000,0.00860000,-0.00750000,-0.28259999,0.39709997,0.37629998,0.13680001,0.00880000,0.06020001,0.01260000,0.01510000,-0.02180000,0.00580000,0.00780000,0.00119999,0.00060000,-0.00320000,-0.00140000,-0.04120000,-0.00330000,0.00550000,0.61400002,0.06700000,-0.12440000,0.61760002,0.06040000,0.00610000,-0.49239999,-0.65640002,-0.12680000,-0.00010000,-0.33739999,-0.08150000,-0.16470000,0.01020000,0.02940000,-0.10840000,0.00320000,0.03000000,-0.10280000,-0.07520000,0.13840000,-0.00890000,-0.20190001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.21166366,0.01901313,0.01347845,-0.00490977,-0.01205122,-0.99991536,0.00000000,0.00000000,0.00000000,0.02790000,0.00340000,-0.23300000,-0.00200000,-0.00810000,-0.29439998,0.40349996,0.38010001,0.13680001,0.00840000,0.05620000,0.01310000,0.01500000,-0.02180000,0.00650000,0.00840000,0.00209999,0.00140000,-0.00650000,-0.00420000,-0.03950000,-0.00280000,0.00650000,-0.57359999,-0.08530000,-0.62019998,-0.61979997,-0.04070000,-0.61790001,0.41360000,0.29660001,-0.09230000,-0.09700000,-0.12670000,0.02950000,0.08650000,0.02690000,0.03780000,0.09420000,0.04250000,0.03870000,-0.14309999,-0.12110000,0.10930000,0.02780000,0.06990000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.10026579,0.02498258,-0.04435163,-0.00505064,-0.01488813,-0.99987644,0.00000000,0.00000000,0.00000000,0.01690000,0.00130000,-0.24560000,-0.01320000,-0.00910000,-0.30720001,0.41689998,0.39330000,0.13789999,0.00590000,0.05870000,0.01380000,0.01670000,-0.02090000,0.00720000,0.00880000,0.00209999,0.00200000,-0.00580000,-0.00280000,-0.03970000,-0.00280000,0.00810000,-0.48539999,-0.13290000,-0.60799998,-0.64719999,-0.04270000,-0.62290001,0.63059998,0.59630001,0.12380000,-0.08550000,0.06090000,0.04280000,0.08820000,0.07160000,0.03460000,-0.01680000,-0.02090000,0.02660000,0.05530000,0.07170000,0.09950000,-0.01260000,0.01920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.09964681,0.02513856,-0.05282276,-0.00551719,-0.01668829,-0.99984556,0.00000000,0.00000000,0.00000000,0.00530000,-0.00150000,-0.25800002,-0.02440000,-0.01000000,-0.32010001,0.43030000,0.40669996,0.14070000,0.00390000,0.06100000,0.01480000,0.01820000,-0.01940000,0.00710000,0.00860000,0.00080001,0.00220000,-0.00460000,-0.00170000,-0.03920000,-0.00280000,0.00970000,-0.59030002,-0.16490000,-0.60900003,-0.63520002,-0.05800000,-0.62840003,0.62919998,0.61820000,0.11440000,-0.11260000,0.09630000,0.04430000,0.06860000,0.10070000,-0.00940000,-0.01680000,-0.08060000,0.01190000,0.05430000,0.04770000,0.08740000,-0.01280000,0.06540000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.09874457,0.02496897,-0.02539956,-0.00600640,-0.01849359,-0.99981093,0.00000000,0.00000000,0.00000000,-0.00630000,-0.00470000,-0.27039999,-0.03560000,-0.01100000,-0.33300000,0.44379997,0.41999996,0.14340000,0.00180000,0.06340000,0.01580000,0.01890000,-0.01750000,0.00680000,0.00850000,-0.00139999,0.00250000,-0.00330000,-0.00090000,-0.03880000,-0.00280000,0.01160000,-0.61070001,-0.17540000,-0.61110002,-0.64330000,-0.06820000,-0.62470001,0.63150001,0.60560000,0.11270000,-0.11930000,0.07460000,0.05710000,0.01680000,0.11310000,-0.01270000,-0.00360000,-0.10300000,0.01330000,0.05950000,0.04050000,0.08200000,-0.01200000,0.08810000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.08424620,0.02255334,-0.00306854,-0.00637943,-0.02024733,-0.99977463,0.00000000,0.00000000,0.00000000,-0.01790000,-0.00820000,-0.28270000,-0.04680000,-0.01200000,-0.34590000,0.45719999,0.43339998,0.14440000,-0.00030000,0.06580000,0.01680000,0.01880000,-0.01560000,0.00650000,0.00850000,-0.00340000,0.00270000,-0.00200000,0.00000000,-0.03840000,-0.00270000,0.01400000,-0.62629998,-0.20819999,-0.61909997,-0.63580000,-0.06180000,-0.62449998,0.62769997,0.61830002,0.02020000,-0.12980001,0.08460000,0.05320000,-0.02390000,0.10040000,-0.01310000,-0.00410000,-0.08260000,0.01290000,0.04950000,0.03690000,0.06510000,0.00270000,0.08220000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.09845947,0.02486540,0.01067412,-0.00712981,-0.02202668,-0.99973196,0.00000000,0.00000000,0.00000000,-0.02940000,-0.01220000,-0.29509997,-0.05800000,-0.01320000,-0.35869998,0.47049999,0.44669998,0.14750001,-0.00430000,0.06820001,0.01770000,0.01810000,-0.01390000,0.00630000,0.00850000,-0.00510000,0.00300000,-0.00130000,0.00000000,-0.03780000,-0.00260000,0.01540000,-0.60860002,-0.23140000,-0.61510003,-0.64560002,-0.06560000,-0.62629998,0.63340002,0.60570002,0.10800000,-0.16880000,0.07190000,0.03600000,-0.04040000,0.08540000,-0.01290000,-0.00590000,-0.05340000,0.01260000,0.03140000,0.00090000,0.07700000,-0.02370000,0.08790000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.09909464,0.02630050,0.01620294,-0.00765864,-0.02384830,-0.99968624,0.00000000,0.00000000,0.00000000,-0.04070000,-0.01680000,-0.30739999,-0.06920001,-0.01380000,-0.37160003,0.48359996,0.46010000,0.14930001,-0.00650000,0.07050000,0.01850000,0.01720000,-0.01270001,0.00620000,0.00820000,-0.00590000,0.00310000,-0.00050000,0.00000000,-0.03730000,-0.00250000,0.01690000,-0.64060003,-0.23840000,-0.60810000,-0.59850001,-0.06440000,-0.61229998,0.62230003,0.63489997,0.08860000,-0.18080001,0.08850000,0.04050000,-0.04580000,0.08540000,-0.00590000,-0.01950000,-0.02290000,0.00370000,0.03030000,-0.00110000,0.05630000,0.04380000,0.05190000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.08221436,-0.01799764,0.02154282,-0.00799352,-0.02562270,-0.99963975,0.00000000,0.00000000,0.00000000,-0.05160001,-0.02000000,-0.31980002,-0.08020000,-0.01590000,-0.38440001,0.49720001,0.47299999,0.15280001,-0.00980000,0.07300000,0.01950000,0.01610000,-0.01090001,0.00600000,0.00760000,-0.00700000,0.00310000,-0.00010000,0.00000000,-0.03650000,-0.00220000,0.01920000,-0.59950000,0.00180000,-0.55690002,-0.57099998,-0.19170000,-0.63470000,0.60450000,0.62540001,0.05100000,-0.06660000,0.29519999,-0.03320000,-0.04380000,0.14070000,-0.01170000,-0.03610000,-0.08540000,0.00590000,0.00190000,0.00320000,0.09980000,-0.01390000,0.32330000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.10268169,-0.01907034,-0.03664971,-0.00805295,-0.02742820,-0.99959135,0.00000000,0.00000000,0.00000000,-0.06170000,-0.02000000,-0.33160001,-0.09150000,-0.01980000,-0.39740002,0.51069999,0.48559999,0.15610000,-0.00860000,0.07630000,0.01870000,0.01550000,-0.00830001,0.00560000,0.00650000,-0.00860000,0.00310000,0.00000000,0.00000000,-0.03590000,-0.00220000,0.02520000,-0.65969998,0.00660000,-0.61900002,-0.60780001,-0.21670000,-0.62059999,0.60250002,0.63260001,-0.02260000,-0.06200000,0.18920000,-0.21960001,-0.01060000,0.15719999,-0.02120000,-0.06220000,-0.07300000,0.00000000,-0.00100000,0.00040000,0.04660000,0.01650000,0.27120000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.09803866,0.04255341,-0.05915720,-0.00822099,-0.02946083,-0.99953210,0.00000000,0.00000000,0.00000000,-0.06250000,-0.02000000,-0.33399999,-0.08040000,-0.01990000,-0.39969999,0.50809997,0.47950000,0.15350001,-0.00880000,0.06750000,0.02270000,0.01430000,-0.00790000,0.00450000,0.00420000,-0.00900000,0.00280000,0.00000000,0.00000000,-0.03620000,-0.00220000,0.02950000,-0.10940000,-0.00250000,0.11970000,0.62029999,0.03640000,0.13200000,-0.58639997,-0.60409999,-0.35609999,0.01690000,-0.15539999,-0.02260000,-0.09270000,-0.00100000,-0.05490000,-0.12790000,0.00010000,-0.01130000,0.00050000,0.00040000,0.02150000,-0.02120000,0.15770000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00391179,0.00822666,-0.01904859,-0.00855396,-0.03191255,-0.99945408,0.00000000,0.00000000,0.00000000,-0.05540000,-0.01840000,-0.33069998,-0.06990001,-0.01880000,-0.39609998,0.49839997,0.46810001,0.15340000,-0.00640000,0.06150000,0.02190000,0.01220000,-0.00820000,0.00410000,0.00270000,-0.00880000,0.00210000,0.00000000,0.00000000,-0.03750000,-0.00220000,0.02920000,0.57230002,0.13550000,0.58899999,0.58429998,0.13240001,0.47790000,-0.63380003,-0.62150002,0.64219999,0.12620001,-0.20299999,-0.06940000,-0.05550000,-0.03900000,-0.00880000,0.03880000,0.04590000,-0.04170000,0.00020000,0.03120000,-0.15300000,-0.00610000,-0.03340000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.15874310,-0.03168402,0.02760305,-0.00867098,-0.03099017,-0.99948210,0.00000000,0.00000000,0.00000000,-0.04400000,-0.01660000,-0.32010001,-0.06050000,-0.01710000,-0.38520002,0.48740000,0.45660001,0.14720000,-0.00580000,0.05810000,0.02080000,0.01060000,-0.00950000,0.00450000,0.00410000,-0.00810000,0.00130000,0.00000000,0.00000000,-0.04000000,-0.00240000,0.02930000,0.41450000,0.09990000,0.59350002,0.64039999,0.09620000,0.63810003,-0.60759997,-0.63309997,-0.27100000,-0.00390000,-0.17350000,-0.05900000,-0.10160000,-0.07320000,0.03110000,0.04980000,0.04940000,-0.02320000,-0.00050000,0.00010000,-0.10160000,-0.03950000,0.09650000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.20240179,-0.01765827,0.02793711,-0.00810589,-0.02763196,-0.99958533,0.00000000,0.00000000,0.00000000,-0.03310000,-0.01360000,-0.30909997,-0.04990000,-0.01460000,-0.37349999,0.47639996,0.44510001,0.14360000,-0.00430000,0.05460000,0.01910000,0.00790000,-0.01160000,0.00520000,0.00430000,-0.00710000,0.00100000,0.00000000,0.00000000,-0.04210000,-0.00250000,0.02850000,0.50929999,0.16750000,0.60479999,0.63129997,0.15000001,0.63319999,-0.64240003,-0.63770002,-0.20980000,0.11820000,-0.15099999,-0.09680000,-0.12340000,-0.10920000,0.04210000,-0.00070000,0.06740000,0.00910000,-0.02750000,-0.00030000,-0.03580000,-0.00240000,-0.01960000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.18053964,-0.01435890,0.01448921,-0.00762075,-0.02399896,-0.99968296,0.00000000,0.00000000,0.00000000,-0.02160000,-0.01030000,-0.29830003,-0.03910000,-0.01200000,-0.36190003,0.46539998,0.43349999,0.13990000,-0.00220000,0.05100000,0.01710000,0.00580000,-0.01390000,0.00610000,0.00400000,-0.00600000,0.00120000,-0.00080000,-0.00020000,-0.04290000,-0.00230000,0.02710000,0.52380002,0.14800000,0.61669999,0.63679999,0.14960000,0.63760000,-0.62400001,-0.64080000,-0.17200001,0.06340000,-0.17710000,-0.09570000,-0.06780000,-0.10130000,0.03480000,0.00660000,0.07160000,0.02560000,-0.03860000,-0.00890000,-0.03250000,-0.00790000,-0.02000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.17823032,-0.01322403,0.01180173,-0.00718815,-0.02042401,-0.99976557,0.00000000,0.00000000,0.00000000,-0.01000001,-0.00720000,-0.28740001,-0.02820000,-0.00940000,-0.35030001,0.45440000,0.42199999,0.13630000,-0.00020000,0.04750000,0.01510000,0.00480000,-0.01580000,0.00670000,0.00430000,-0.00480001,0.00170000,-0.00160000,-0.00050000,-0.04360000,-0.00200000,0.02570000,0.55159998,0.14720000,0.62099999,0.63510001,0.14749999,0.63709998,-0.62980002,-0.63999999,-0.17730001,0.07290000,-0.17280000,-0.09900000,-0.01460000,-0.07600000,0.02540000,0.03550000,0.07040000,0.03710000,-0.03930000,-0.01560000,-0.02690000,-0.00380000,-0.01830000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.17674811,-0.01230536,0.01123395,-0.00680214,-0.01683999,-0.99983507,0.00000000,0.00000000,0.00000000,0.00160000,-0.00430000,-0.27620000,-0.01740000,-0.00680000,-0.33859998,0.44330001,0.41049999,0.13290000,0.00180000,0.04390000,0.01300000,0.00480000,-0.01719999,0.00720000,0.00520000,-0.00370000,0.00250000,-0.00230000,-0.00090000,-0.04420000,-0.00170000,0.02450000,0.57709998,0.15260001,0.62540001,0.63120002,0.14180000,0.63630003,-0.62390000,-0.63419998,-0.18070000,0.11310000,-0.17290001,-0.09920000,0.02700000,-0.05160000,0.01650000,0.05300000,0.06630000,0.04110000,-0.02520000,-0.00140000,-0.02670000,-0.00650000,-0.01690000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.17702256,-0.01147243,0.00834989,-0.00644617,-0.01321246,-0.99989194,0.00000000,0.00000000,0.00000000,0.01330000,-0.00140000,-0.26499999,-0.00660000,-0.00430000,-0.32700002,0.43219995,0.39889997,0.12950000,0.00380000,0.04040000,0.01100000,0.00550000,-0.01830000,0.00760000,0.00620000,-0.00270000,0.00330000,-0.00270000,-0.00090000,-0.04500000,-0.00140000,0.02350000,0.59299999,0.13930000,0.62279999,0.61019999,0.13789999,0.63700002,-0.62930000,-0.64050001,-0.17770000,0.07990000,-0.17479999,-0.09680000,0.05310000,-0.03650000,0.01610000,0.06300000,0.06080000,0.03790000,-0.00980000,0.00620000,-0.02790000,-0.00660000,-0.03200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.17521159,-0.01024225,0.00797533,-0.00610793,-0.00958202,-0.99993545,0.00000000,0.00000000,0.00000000,0.02480000,0.00130000,-0.25379997,0.00440000,-0.00190000,-0.31529999,0.42119998,0.38739997,0.12610000,0.00570000,0.03680000,0.00880000,0.00680000,-0.01910000,0.00780000,0.00750000,-0.00190000,0.00400000,-0.00290000,-0.00080000,-0.04570000,-0.00110000,0.02250000,0.61669999,0.13590001,0.62290001,0.61839998,0.13560000,0.63730001,-0.63150001,-0.64270002,-0.18160000,0.08230000,-0.17240000,-0.09810000,0.08050000,-0.02770000,0.01000000,0.06950000,0.04880000,0.03790000,-0.00730000,0.01000000,-0.02200000,-0.00600000,-0.03480000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.17313530,-0.01100562,0.00712635,-0.00579517,-0.00596835,-0.99996543,0.00000000,0.00000000,0.00000000,0.03520000,0.00360000,-0.24270000,0.01550000,0.00050000,-0.30369997,0.41020000,0.37599999,0.12230000,0.00720000,0.03330000,0.00670000,0.00900000,-0.01970001,0.00780000,0.00910000,-0.00130001,0.00490000,-0.00360000,-0.00100000,-0.04610000,-0.00080000,0.02190000,0.61269999,0.14470001,0.59909999,0.63569999,0.12220000,0.63940001,-0.60589999,-0.65259999,-0.22250000,0.09570000,-0.15310000,-0.11140000,0.12610000,-0.01440000,0.00350000,0.09270000,0.02980000,0.04170000,-0.02590000,-0.00600000,-0.00420000,-0.00750000,-0.03220000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.21921408,-0.01223095,-0.05121211,-0.00538939,-0.00374138,-0.99997848,0.00000000,0.00000000,0.00000000,0.02470000,0.00200000,-0.24659999,0.01720000,0.00040000,-0.30530000,0.40639997,0.36860001,0.11490001,0.00630000,0.02580000,0.00650000,0.01070000,-0.02020000,0.00780000,0.00900000,-0.00040001,0.00580000,-0.00670000,-0.00380000,-0.04050000,-0.00070000,0.02500000,-0.19880000,-0.21380000,-0.58600003,-0.63150001,0.00970000,-0.57410002,-0.31150001,-0.31970000,-0.64420003,-0.11070000,0.27860001,-0.01410000,0.06750000,-0.05870000,-0.01290000,-0.01910000,0.11370000,0.06630000,-0.31310001,-0.33320001,0.49660000,-0.01070000,-0.07740000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
